timestamp,score,ear,gaze_dev,head_yaw,blink_rate,yawn_detected,profile,label,recommendation,source
2026-05-02 19:55:50,8.96,0.254,-4.93,6.93,9.74,0,moderate_focus,high,[OK] Concentración óptima,synthetic
2026-05-03 00:36:50,7.26,0.079,-10.58,-8.6,0.0,0,fatigue,high,[OK] Concentración óptima,synthetic
2026-05-02 21:17:30,9.17,0.333,6.32,2.25,8.37,0,deep_focus,high,[OK] Concentración óptima,synthetic
2026-05-03 03:44:40,8.17,0.3,15.51,8.42,12.51,0,moderate_focus,high,[OK] Concentración óptima,synthetic
2026-05-02 03:00:50,7.95,0.214,14.13,-11.81,18.71,0,mildly_distracted,high,[OK] Concentración óptima,synthetic
2026-05-03 11:45:20,7.78,0.12,6.8,12.01,8.7,0,fatigue,high,[OK] Concentración óptima,synthetic
2026-05-02 20:50:20,5.54,0.236,-23.11,-28.93,44.3,0,heavily_distracted,medium,[WARN] Descansa en 10 minutos (concentración 4.0-6.0),synthetic
2026-05-04 00:21:10,4.89,0.178,34.69,12.93,31.71,0,mildly_distracted,medium,[WARN] Descansa en 10 minutos (concentración 4.0-6.0),synthetic
2026-05-02 02:24:10,9.11,0.267,11.49,-10.75,31.99,0,moderate_focus,high,[OK] Concentración óptima,synthetic
2026-05-02 08:18:40,8.69,0.222,-6.82,1.74,6.94,0,deep_focus,high,[OK] Concentración óptima,synthetic
2026-05-03 03:25:20,8.16,0.175,-10.12,8.69,9.23,0,fatigue,high,[OK] Concentración óptima,synthetic
2026-05-01 15:53:00,9.99,0.337,2.41,-6.27,43.65,0,heavily_distracted,high,[OK] Concentración óptima,synthetic
2026-05-02 03:52:20,8.0,0.232,11.81,4.45,4.0,0,moderate_focus,high,[OK] Concentración óptima,synthetic
2026-05-02 08:19:00,9.36,0.272,-5.26,1.54,13.34,0,deep_focus,high,[OK] Concentración óptima,synthetic
2026-05-02 20:55:00,9.02,0.195,-10.34,-2.26,24.0,0,heavily_distracted,high,[OK] Concentración óptima,synthetic
2026-05-03 11:21:20,2.69,0.403,-81.86,-33.67,12.58,0,heavily_distracted,low,[CRITICO] ¡DESCANSA AHORA! Concentración muy baja (< 4.0),synthetic
2026-05-03 05:11:00,9.21,0.394,0.93,2.95,7.68,0,deep_focus,high,[OK] Concentración óptima,synthetic
2026-05-01 15:16:30,8.65,0.131,10.53,1.21,29.2,0,moderate_focus,high,[OK] Concentración óptima,synthetic
2026-05-03 23:35:30,4.49,0.13,43.03,-1.29,34.52,0,mildly_distracted,medium,[WARN] Descansa en 10 minutos (concentración 4.0-6.0),synthetic
2026-05-02 19:11:30,5.29,0.294,46.13,-0.3,19.83,0,heavily_distracted,medium,[WARN] Descansa en 10 minutos (concentración 4.0-6.0),synthetic
2026-05-02 22:04:30,8.2,0.133,0.08,4.03,8.31,0,heavily_distracted,high,[OK] Concentración óptima,synthetic
2026-05-02 03:35:30,8.76,0.255,7.84,8.5,5.76,0,heavily_distracted,high,[OK] Concentración óptima,synthetic
2026-05-03 07:03:20,9.42,0.314,3.47,-6.97,11.42,0,deep_focus,high,[OK] Concentración óptima,synthetic
2026-05-02 22:37:50,7.24,0.184,14.75,18.56,22.72,0,moderate_focus,high,[OK] Concentración óptima,synthetic
2026-05-01 16:38:10,7.97,0.259,11.02,16.34,11.22,0,moderate_focus,high,[OK] Concentración óptima,synthetic
2026-05-02 11:13:10,5.71,0.207,27.51,17.49,25.07,0,mildly_distracted,medium,[WARN] Descansa en 10 minutos (concentración 4.0-6.0),synthetic
2026-05-03 21:00:10,3.05,0.111,12.36,29.65,7.3,1,fatigue,low,[CRITICO] ¡DESCANSA AHORA! Concentración muy baja (< 4.0),synthetic
2026-05-03 09:16:40,5.41,0.127,4.91,9.41,1.85,1,fatigue,medium,[WARN] Descansa en 10 minutos (concentración 4.0-6.0),synthetic
2026-05-03 20:19:50,3.52,0.102,-37.95,12.13,13.56,0,heavily_distracted,low,[CRITICO] ¡DESCANSA AHORA! Concentración muy baja (< 4.0),synthetic
2026-05-03 11:51:00,8.99,0.285,-0.4,-4.99,7.42,0,hyperfocus,high,[OK] Concentración óptima,synthetic
2026-05-02 15:38:40,6.49,0.072,9.44,19.86,6.13,0,fatigue,medium,,synthetic
2026-05-02 17:25:10,9.26,0.375,-1.28,-0.4,9.01,0,hyperfocus,high,[OK] Concentración óptima,synthetic
2026-05-03 23:41:20,4.78,0.263,37.81,8.38,15.68,0,mildly_distracted,medium,[WARN] Descansa en 10 minutos (concentración 4.0-6.0),synthetic
2026-05-02 22:38:30,9.69,0.26,-7.16,8.35,29.73,0,moderate_focus,high,[OK] Concentración óptima,synthetic
2026-05-03 06:14:30,5.84,0.602,15.23,44.5,24.46,0,heavily_distracted,medium,[WARN] Descansa en 10 minutos (concentración 4.0-6.0),synthetic
2026-05-02 21:30:40,9.02,0.236,0.7,1.9,12.48,0,deep_focus,high,[OK] Concentración óptima,synthetic
2026-05-02 10:48:20,5.87,0.247,24.28,12.21,4.0,0,moderate_focus,medium,[WARN] Descansa en 10 minutos (concentración 4.0-6.0),synthetic
2026-05-01 13:25:30,7.8,0.367,-19.48,8.11,12.99,0,moderate_focus,high,[OK] Concentración óptima,synthetic
2026-05-02 06:49:00,7.07,0.277,16.46,25.0,24.78,0,moderate_focus,high,[OK] Concentración óptima,synthetic
2026-05-03 12:50:40,3.7,0.327,-30.91,46.34,28.51,0,heavily_distracted,low,[CRITICO] ¡DESCANSA AHORA! Concentración muy baja (< 4.0),synthetic
2026-05-01 14:39:10,9.54,0.311,-3.85,4.83,14.54,0,deep_focus,high,[OK] Concentración óptima,synthetic
2026-05-01 12:53:30,6.56,0.296,28.54,12.34,36.07,0,mildly_distracted,medium,,synthetic
2026-05-03 20:11:50,8.98,0.291,1.71,1.04,1.83,0,hyperfocus,high,[OK] Concentración óptima,synthetic
2026-05-03 21:18:00,3.28,0.324,32.31,-46.83,33.55,0,heavily_distracted,low,[CRITICO] ¡DESCANSA AHORA! Concentración muy baja (< 4.0),synthetic
2026-05-02 18:41:10,9.03,0.259,1.64,1.9,8.88,0,hyperfocus,high,[OK] Concentración óptima,synthetic
2026-05-01 17:53:30,6.4,0.288,-18.26,-22.0,8.69,0,moderate_focus,medium,,synthetic
2026-05-03 21:48:40,3.78,0.131,25.02,27.08,4.26,0,fatigue,low,[CRITICO] ¡DESCANSA AHORA! Concentración muy baja (< 4.0),synthetic
2026-05-02 00:31:00,7.11,0.031,-6.87,-12.2,2.2,0,fatigue,high,[OK] Concentración óptima,synthetic
2026-05-01 12:53:50,3.72,0.174,55.0,12.91,13.13,0,mildly_distracted,low,[CRITICO] ¡DESCANSA AHORA! Concentración muy baja (< 4.0),synthetic
2026-05-03 21:26:40,3.1,0.334,52.19,24.46,2.0,0,heavily_distracted,low,[CRITICO] ¡DESCANSA AHORA! Concentración muy baja (< 4.0),synthetic
2026-05-03 01:07:00,4.57,0.53,-21.17,-52.75,16.03,0,heavily_distracted,medium,[WARN] Descansa en 10 minutos (concentración 4.0-6.0),synthetic
2026-05-03 19:51:00,6.85,0.297,28.67,0.93,38.08,0,mildly_distracted,medium,,synthetic
2026-05-03 06:31:50,7.42,0.302,20.82,14.35,23.84,0,moderate_focus,high,[OK] Concentración óptima,synthetic
2026-05-03 22:56:10,4.14,0.293,41.17,23.72,31.15,0,mildly_distracted,medium,[WARN] Descansa en 10 minutos (concentración 4.0-6.0),synthetic
2026-05-03 21:00:30,3.39,0.076,16.62,13.66,4.39,1,fatigue,low,[CRITICO] ¡DESCANSA AHORA! Concentración muy baja (< 4.0),synthetic
2026-05-03 22:38:50,5.85,0.295,17.76,31.52,10.13,0,mildly_distracted,medium,[WARN] Descansa en 10 minutos (concentración 4.0-6.0),synthetic
2026-05-04 00:26:40,6.77,0.465,23.59,17.91,44.58,0,mildly_distracted,medium,,synthetic
2026-05-03 23:49:30,6.94,0.254,27.02,3.9,32.04,0,mildly_distracted,medium,,synthetic
2026-05-01 22:15:30,5.91,0.364,33.6,5.35,21.23,0,moderate_focus,medium,[WARN] Descansa en 10 minutos (concentración 4.0-6.0),synthetic
2026-05-02 21:59:20,8.22,0.222,-9.75,14.24,14.92,0,mildly_distracted,high,[OK] Concentración óptima,synthetic
2026-05-03 20:12:10,8.93,0.295,-2.72,-3.07,5.8,0,hyperfocus,high,[OK] Concentración óptima,synthetic
2026-05-01 16:55:10,7.88,0.266,13.14,-13.18,9.4,0,moderate_focus,high,[OK] Concentración óptima,synthetic
2026-05-03 22:46:20,5.61,0.262,-22.0,32.32,25.8,0,mildly_distracted,medium,[WARN] Descansa en 10 minutos (concentración 4.0-6.0),synthetic
2026-05-02 16:15:10,3.95,0.068,-15.13,11.13,6.55,1,fatigue,low,[CRITICO] ¡DESCANSA AHORA! Concentración muy baja (< 4.0),synthetic
2026-05-01 21:14:40,7.44,0.043,-6.57,10.44,6.98,0,fatigue,high,[OK] Concentración óptima,synthetic
2026-05-03 22:19:50,3.53,0.141,21.42,-1.32,2.85,1,fatigue,low,[CRITICO] ¡DESCANSA AHORA! Concentración muy baja (< 4.0),synthetic
2026-05-02 19:34:20,9.02,0.334,13.59,-9.72,30.28,0,mildly_distracted,high,[OK] Concentración óptima,synthetic
2026-05-01 16:14:40,8.39,0.191,2.0,0.82,4.21,0,hyperfocus,high,[OK] Concentración óptima,synthetic
2026-05-01 16:23:20,9.02,0.33,-5.39,-9.23,4.85,0,moderate_focus,high,[OK] Concentración óptima,synthetic
2026-05-02 21:30:30,8.85,0.264,-1.76,-2.69,7.52,0,deep_focus,high,[OK] Concentración óptima,synthetic
2026-05-02 17:01:30,9.03,0.314,-4.42,5.12,2.4,0,hyperfocus,high,[OK] Concentración óptima,synthetic
2026-05-01 11:05:10,9.62,0.286,7.55,2.37,18.37,0,moderate_focus,high,[OK] Concentración óptima,synthetic
2026-05-02 21:32:10,8.96,0.327,10.06,2.24,9.3,0,deep_focus,high,[OK] Concentración óptima,synthetic
2026-05-01 15:38:00,6.86,0.051,9.69,11.9,0.0,0,fatigue,medium,,synthetic
2026-05-02 20:57:40,3.55,0.33,-20.95,-30.3,24.66,1,heavily_distracted,low,[CRITICO] ¡DESCANSA AHORA! Concentración muy baja (< 4.0),synthetic
2026-05-04 00:11:30,5.25,0.352,28.64,23.78,18.44,0,mildly_distracted,medium,[WARN] Descansa en 10 minutos (concentración 4.0-6.0),synthetic
2026-05-03 23:25:20,5.29,0.27,27.98,25.54,24.89,0,mildly_distracted,medium,[WARN] Descansa en 10 minutos (concentración 4.0-6.0),synthetic
2026-05-01 19:26:50,8.94,0.202,0.01,-4.85,15.12,0,deep_focus,high,[OK] Concentración óptima,synthetic
2026-05-01 11:26:00,3.21,0.186,66.19,27.61,38.9,0,heavily_distracted,low,[CRITICO] ¡DESCANSA AHORA! Concentración muy baja (< 4.0),synthetic
2026-05-02 13:27:50,8.17,0.19,-3.61,9.06,4.68,0,deep_focus,high,[OK] Concentración óptima,synthetic
2026-05-02 00:47:00,8.97,0.28,10.21,-2.07,13.52,0,deep_focus,high,[OK] Concentración óptima,synthetic
2026-05-02 03:37:00,8.4,0.338,9.94,23.33,38.93,0,heavily_distracted,high,[OK] Concentración óptima,synthetic
2026-05-03 13:01:10,8.17,0.123,2.69,5.97,9.83,0,fatigue,high,[OK] Concentración óptima,synthetic
2026-05-03 05:00:20,9.58,0.296,10.74,1.6,30.9,0,moderate_focus,high,[OK] Concentración óptima,synthetic
2026-05-02 22:20:10,5.06,0.01,-0.4,-0.31,6.54,1,fatigue,medium,[WARN] Descansa en 10 minutos (concentración 4.0-6.0),synthetic
2026-05-01 10:25:30,9.18,0.36,13.28,-3.0,37.5,0,moderate_focus,high,[OK] Concentración óptima,synthetic
2026-05-03 13:51:00,7.36,0.168,17.26,8.35,16.87,0,mildly_distracted,high,[OK] Concentración óptima,synthetic
2026-05-02 10:22:50,9.46,0.246,-6.74,-3.91,18.61,0,deep_focus,high,[OK] Concentración óptima,synthetic
2026-05-04 00:22:30,4.5,0.218,47.13,13.51,43.0,0,mildly_distracted,medium,[WARN] Descansa en 10 minutos (concentración 4.0-6.0),synthetic
2026-05-02 13:17:40,5.73,0.354,28.2,-11.89,6.2,0,heavily_distracted,medium,[WARN] Descansa en 10 minutos (concentración 4.0-6.0),synthetic
2026-05-02 10:00:10,9.38,0.281,4.72,10.04,16.93,0,deep_focus,high,[OK] Concentración óptima,synthetic
2026-05-02 17:00:50,8.88,0.232,-8.0,2.9,9.24,0,hyperfocus,high,[OK] Concentración óptima,synthetic
2026-05-01 15:38:50,5.73,0.015,19.6,0.56,4.11,0,fatigue,medium,[WARN] Descansa en 10 minutos (concentración 4.0-6.0),synthetic
2026-05-03 00:08:30,4.29,0.167,34.37,17.67,31.05,0,moderate_focus,medium,[WARN] Descansa en 10 minutos (concentración 4.0-6.0),synthetic
2026-05-01 14:08:30,8.85,0.281,2.03,2.94,1.0,0,hyperfocus,high,[OK] Concentración óptima,synthetic
2026-05-03 10:13:20,7.55,0.304,19.75,16.68,44.87,0,mildly_distracted,high,[OK] Concentración óptima,synthetic
2026-05-02 05:31:10,7.99,0.218,10.3,-12.53,8.42,0,mildly_distracted,high,[OK] Concentración óptima,synthetic
2026-05-03 11:21:50,1.63,0.356,-64.4,-44.09,4.67,0,heavily_distracted,low,[CRITICO] ¡DESCANSA AHORA! Concentración muy baja (< 4.0),synthetic
2026-05-02 04:54:30,6.8,0.082,10.33,19.03,12.74,0,fatigue,medium,,synthetic
2026-05-02 16:27:00,7.79,0.204,18.49,5.27,52.78,0,mildly_distracted,high,[OK] Concentración óptima,synthetic
2026-05-01 10:14:40,9.16,0.345,-4.38,3.32,9.22,0,deep_focus,high,[OK] Concentración óptima,synthetic
2026-05-03 11:49:50,9.39,0.354,-0.24,-0.58,11.91,0,hyperfocus,high,[OK] Concentración óptima,synthetic
2026-05-04 00:08:00,6.67,0.29,28.07,5.24,20.94,0,mildly_distracted,medium,,synthetic
2026-05-03 21:38:50,3.8,0.092,-47.38,-6.42,14.72,0,heavily_distracted,low,[CRITICO] ¡DESCANSA AHORA! Concentración muy baja (< 4.0),synthetic
2026-05-03 06:15:00,8.27,0.472,12.08,20.99,57.7,0,heavily_distracted,high,[OK] Concentración óptima,synthetic
2026-05-02 02:51:50,7.01,0.059,0.89,13.21,3.1,0,fatigue,high,[OK] Concentración óptima,synthetic
2026-05-02 06:12:10,4.01,0.223,28.02,32.34,15.49,0,mildly_distracted,medium,[WARN] Descansa en 10 minutos (concentración 4.0-6.0),synthetic
2026-05-01 13:56:00,9.21,0.211,7.27,1.52,18.11,0,deep_focus,high,[OK] Concentración óptima,synthetic
2026-05-03 23:47:40,5.27,0.265,39.18,5.87,29.91,0,mildly_distracted,medium,[WARN] Descansa en 10 minutos (concentración 4.0-6.0),synthetic
2026-05-02 19:43:30,4.05,0.248,38.95,14.76,11.39,0,mildly_distracted,medium,[WARN] Descansa en 10 minutos (concentración 4.0-6.0),synthetic
2026-05-01 18:10:10,6.73,0.04,10.39,11.73,4.17,0,fatigue,medium,,synthetic
2026-05-02 20:22:10,9.47,0.338,4.99,3.26,12.54,0,deep_focus,high,[OK] Concentración óptima,synthetic
2026-05-02 13:47:10,5.05,0.357,44.73,13.58,37.43,0,heavily_distracted,medium,[WARN] Descansa en 10 minutos (concentración 4.0-6.0),synthetic
2026-05-02 19:43:10,5.02,0.307,32.54,19.02,18.46,0,mildly_distracted,medium,[WARN] Descansa en 10 minutos (concentración 4.0-6.0),synthetic
2026-05-02 04:23:00,7.45,0.31,-2.0,32.79,14.62,0,mildly_distracted,high,[OK] Concentración óptima,synthetic
2026-05-02 12:01:30,5.98,0.089,18.05,10.19,0.64,0,fatigue,medium,[WARN] Descansa en 10 minutos (concentración 4.0-6.0),synthetic
2026-05-02 05:31:40,8.34,0.142,11.14,0.82,18.78,0,mildly_distracted,high,[OK] Concentración óptima,synthetic
2026-05-03 23:37:50,6.85,0.176,20.06,14.73,24.87,0,mildly_distracted,medium,,synthetic
2026-05-01 16:39:20,9.12,0.187,-8.62,5.98,22.02,0,moderate_focus,high,[OK] Concentración óptima,synthetic
2026-05-03 04:47:00,9.19,0.281,1.91,-7.07,10.08,0,moderate_focus,high,[OK] Concentración óptima,synthetic
2026-05-03 18:53:00,9.61,0.303,8.97,1.66,21.22,0,mildly_distracted,high,[OK] Concentración óptima,synthetic
2026-05-04 00:29:50,4.49,0.251,24.9,37.63,22.95,0,mildly_distracted,medium,[WARN] Descansa en 10 minutos (concentración 4.0-6.0),synthetic
2026-05-03 08:26:10,9.45,0.303,7.75,-6.66,13.64,0,heavily_distracted,high,[OK] Concentración óptima,synthetic
2026-05-04 00:01:40,6.88,0.346,16.38,24.35,15.64,0,mildly_distracted,medium,,synthetic
2026-05-02 16:42:40,8.24,0.344,19.88,-5.08,30.2,0,mildly_distracted,high,[OK] Concentración óptima,synthetic
2026-05-01 14:43:50,8.39,0.238,-5.15,16.02,12.4,0,mildly_distracted,high,[OK] Concentración óptima,synthetic
2026-05-01 17:54:50,7.13,0.293,27.09,-4.35,32.45,0,moderate_focus,high,[OK] Concentración óptima,synthetic
2026-05-02 08:20:10,8.47,0.173,-2.56,-1.15,9.14,0,deep_focus,high,[OK] Concentración óptima,synthetic
2026-05-03 20:31:40,3.02,0.384,-30.28,49.15,12.46,0,heavily_distracted,low,[CRITICO] ¡DESCANSA AHORA! Concentración muy baja (< 4.0),synthetic
2026-05-03 06:54:00,8.97,0.289,4.19,0.82,6.16,0,hyperfocus,high,[OK] Concentración óptima,synthetic
2026-05-03 15:25:10,9.28,0.35,-0.32,-13.62,19.31,0,moderate_focus,high,[OK] Concentración óptima,synthetic
2026-05-02 00:16:10,7.34,0.192,13.08,-23.37,48.83,0,heavily_distracted,high,[OK] Concentración óptima,synthetic
2026-05-03 21:25:50,3.74,0.245,-44.22,-24.98,25.68,0,heavily_distracted,low,[CRITICO] ¡DESCANSA AHORA! Concentración muy baja (< 4.0),synthetic
2026-05-03 05:29:00,5.16,0.132,12.81,5.33,11.23,1,fatigue,medium,[WARN] Descansa en 10 minutos (concentración 4.0-6.0),synthetic
2026-05-03 14:23:00,9.3,0.252,9.04,8.03,19.1,0,heavily_distracted,high,[OK] Concentración óptima,synthetic
2026-05-01 18:16:50,9.01,0.27,3.56,-3.96,7.3,0,deep_focus,high,[OK] Concentración óptima,synthetic
